"EmployeeID","FirstName","LastName","Title","ProductName","CategoryName","OrderDate","UnitPrice","Quantity","Discount","sales_no_discount","sales"
4,Margaret,Peacock,Sales Representative,Sasquatch Ale,Beverages,1997-10-01 00:00:00.000,"14.0000",14,0.0,"196.0000",196.0
1,Nancy,Davolio,Sales Representative,Chai,Beverages,1997-10-01 00:00:00.000,"18.0000",35,0.25,"630.0000",472.5
1,Nancy,Davolio,Sales Representative,Gnocchi di nonna Alice,Grains/Cereals,1997-10-02 00:00:00.000,"38.0000",20,0.25,"760.0000",570.0
1,Nancy,Davolio,Sales Representative,Original Frankfurter grüne Soße,Condiments,1997-10-02 00:00:00.000,"13.0000",30,0.25,"390.0000",292.5
2,Andrew,Fuller,"Vice President, Sales",Chai,Beverages,1997-10-03 00:00:00.000,"18.0000",30,0.0,"540.0000",540.0
2,Andrew,Fuller,"Vice President, Sales",Thüringer Rostbratwurst,Meat/Poultry,1997-10-03 00:00:00.000,"123.7900",40,0.0,"4951.6000",4951.6
2,Andrew,Fuller,"Vice President, Sales",Ipoh Coffee,Beverages,1997-10-03 00:00:00.000,"46.0000",40,0.0,"1840.0000",1840.0
2,Andrew,Fuller,"Vice President, Sales",Gula Malacca,Condiments,1997-10-03 00:00:00.000,"19.4500",24,0.0,"466.8000",466.8
2,Andrew,Fuller,"Vice President, Sales",Tarte au sucre,Confections,1997-10-03 00:00:00.000,"49.3000",48,0.0,"2366.4000",2366.4
4,Margaret,Peacock,Sales Representative,Vegie-spread,Condiments,1997-10-03 00:00:00.000,"43.9000",20,0.0,"878.0000",878.0
3,Janet,Leverling,Sales Representative,Mishi Kobe Niku,Meat/Poultry,1997-10-06 00:00:00.000,"97.0000",6,0.0,"582.0000",582.0
3,Janet,Leverling,Sales Representative,Tourtière,Meat/Poultry,1997-10-06 00:00:00.000,"7.4500",60,0.15,"447.0000",379.95
3,Janet,Leverling,Sales Representative,Gudbrandsdalsost,Dairy Products,1997-10-06 00:00:00.000,"36.0000",30,0.15,"1080.0000",918.0
3,Janet,Leverling,Sales Representative,Röd Kaviar,Seafood,1997-10-06 00:00:00.000,"15.0000",15,0.15,"225.0000",191.25
8,Laura,Callahan,Inside Sales Coordinator,Uncle Bob's Organic Dried Pears,Produce,1997-10-06 00:00:00.000,"30.0000",90,0.0,"2700.0000",2700.0
8,Laura,Callahan,Inside Sales Coordinator,Raclette Courdavault,Dairy Products,1997-10-06 00:00:00.000,"55.0000",25,0.0,"1375.0000",1375.0
8,Laura,Callahan,Inside Sales Coordinator,Outback Lager,Beverages,1997-10-06 00:00:00.000,"15.0000",50,0.0,"750.0000",750.0
7,Robert,King,Sales Representative,Northwoods Cranberry Sauce,Condiments,1997-10-07 00:00:00.000,"40.0000",10,0.0,"400.0000",400.0
7,Robert,King,Sales Representative,Queso Manchego La Pastora,Dairy Products,1997-10-07 00:00:00.000,"38.0000",4,0.0,"152.0000",152.0
7,Robert,King,Sales Representative,Guaraná Fantástica,Beverages,1997-10-07 00:00:00.000,"4.5000",20,0.0,"90.0000",90.0
8,Laura,Callahan,Inside Sales Coordinator,Alice Mutton,Meat/Poultry,1997-10-08 00:00:00.000,"39.0000",20,0.0,"780.0000",780.0
8,Laura,Callahan,Inside Sales Coordinator,Spegesild,Seafood,1997-10-08 00:00:00.000,"12.0000",18,0.0,"216.0000",216.0
3,Janet,Leverling,Sales Representative,Teatime Chocolate Biscuits,Confections,1997-10-08 00:00:00.000,"9.2000",7,0.25,"64.4000",48.300003
3,Janet,Leverling,Sales Representative,Steeleye Stout,Beverages,1997-10-08 00:00:00.000,"18.0000",9,0.25,"162.0000",121.5
3,Janet,Leverling,Sales Representative,Escargots de Bourgogne,Seafood,1997-10-08 00:00:00.000,"13.2500",30,0.25,"397.5000",298.125
3,Janet,Leverling,Sales Representative,Outback Lager,Beverages,1997-10-08 00:00:00.000,"15.0000",30,0.25,"450.0000",337.5
4,Margaret,Peacock,Sales Representative,Queso Cabrales,Dairy Products,1997-10-09 00:00:00.000,"21.0000",15,0.0,"315.0000",315.0
4,Margaret,Peacock,Sales Representative,Alice Mutton,Meat/Poultry,1997-10-09 00:00:00.000,"39.0000",8,0.05,"312.0000",296.4
4,Margaret,Peacock,Sales Representative,Thüringer Rostbratwurst,Meat/Poultry,1997-10-09 00:00:00.000,"123.7900",12,0.05,"1485.4800",1411.2059
4,Margaret,Peacock,Sales Representative,Louisiana Fiery Hot Pepper Sauce,Condiments,1997-10-09 00:00:00.000,"21.0500",65,0.05,"1368.2500",1299.8375
4,Margaret,Peacock,Sales Representative,Outback Lager,Beverages,1997-10-09 00:00:00.000,"15.0000",8,0.05,"120.0000",114.0
3,Janet,Leverling,Sales Representative,Zaanse koeken,Confections,1997-10-09 00:00:00.000,"9.5000",12,0.0,"114.0000",114.0
3,Janet,Leverling,Sales Representative,Chai,Beverages,1997-10-10 00:00:00.000,"18.0000",5,0.2,"90.0000",72.0
3,Janet,Leverling,Sales Representative,Sasquatch Ale,Beverages,1997-10-10 00:00:00.000,"14.0000",12,0.2,"168.0000",134.40001
3,Janet,Leverling,Sales Representative,Scottish Longbreads,Confections,1997-10-10 00:00:00.000,"12.5000",40,0.2,"500.0000",400.0
3,Janet,Leverling,Sales Representative,Flotemysost,Dairy Products,1997-10-10 00:00:00.000,"21.5000",60,0.2,"1290.0000",1032.0
6,Michael,Suyama,Sales Representative,Raclette Courdavault,Dairy Products,1997-10-13 00:00:00.000,"55.0000",42,0.15,"2310.0000",1963.5
6,Michael,Suyama,Sales Representative,Flotemysost,Dairy Products,1997-10-13 00:00:00.000,"21.5000",20,0.15,"430.0000",365.5
6,Michael,Suyama,Sales Representative,Lakkalikööri,Beverages,1997-10-13 00:00:00.000,"18.0000",35,0.15,"630.0000",535.5
4,Margaret,Peacock,Sales Representative,Aniseed Syrup,Condiments,1997-10-13 00:00:00.000,"10.0000",6,0.0,"60.0000",60.0
4,Margaret,Peacock,Sales Representative,Lakkalikööri,Beverages,1997-10-13 00:00:00.000,"18.0000",15,0.0,"270.0000",270.0
6,Michael,Suyama,Sales Representative,Chang,Beverages,1997-10-14 00:00:00.000,"19.0000",5,0.0,"95.0000",95.0
6,Michael,Suyama,Sales Representative,Raclette Courdavault,Dairy Products,1997-10-14 00:00:00.000,"55.0000",35,0.0,"1925.0000",1925.0
6,Michael,Suyama,Sales Representative,Röd Kaviar,Seafood,1997-10-14 00:00:00.000,"15.0000",35,0.0,"525.0000",525.0
6,Michael,Suyama,Sales Representative,Chef Anton's Cajun Seasoning,Condiments,1997-10-14 00:00:00.000,"22.0000",6,0.0,"132.0000",132.0
6,Michael,Suyama,Sales Representative,Guaraná Fantástica,Beverages,1997-10-14 00:00:00.000,"4.5000",35,0.0,"157.5000",157.5
6,Michael,Suyama,Sales Representative,Chocolade,Confections,1997-10-14 00:00:00.000,"12.7500",24,0.0,"306.0000",306.0
9,Anne,Dodsworth,Sales Representative,Gorgonzola Telino,Dairy Products,1997-10-15 00:00:00.000,"12.5000",20,0.0,"250.0000",250.0
9,Anne,Dodsworth,Sales Representative,Mascarpone Fabioli,Dairy Products,1997-10-15 00:00:00.000,"32.0000",4,0.0,"128.0000",128.0
8,Laura,Callahan,Inside Sales Coordinator,Pavlova,Confections,1997-10-16 00:00:00.000,"17.4500",20,0.0,"349.0000",349.0
8,Laura,Callahan,Inside Sales Coordinator,Ipoh Coffee,Beverages,1997-10-16 00:00:00.000,"46.0000",24,0.0,"1104.0000",1104.0
8,Laura,Callahan,Inside Sales Coordinator,Raclette Courdavault,Dairy Products,1997-10-16 00:00:00.000,"55.0000",8,0.0,"440.0000",440.0
4,Margaret,Peacock,Sales Representative,Pâté chinois,Meat/Poultry,1997-10-16 00:00:00.000,"24.0000",21,0.0,"504.0000",504.0
4,Margaret,Peacock,Sales Representative,Ravioli Angelo,Grains/Cereals,1997-10-16 00:00:00.000,"19.5000",40,0.0,"780.0000",780.0
4,Margaret,Peacock,Sales Representative,Outback Lager,Beverages,1997-10-16 00:00:00.000,"15.0000",28,0.15,"420.0000",357.0
6,Michael,Suyama,Sales Representative,Chef Anton's Gumbo Mix,Condiments,1997-10-17 00:00:00.000,"21.3500",4,0.0,"85.4000",85.4
6,Michael,Suyama,Sales Representative,Inlagd Sill,Seafood,1997-10-17 00:00:00.000,"19.0000",5,0.0,"95.0000",95.0
1,Nancy,Davolio,Sales Representative,Northwoods Cranberry Sauce,Condiments,1997-10-17 00:00:00.000,"40.0000",40,0.0,"1600.0000",1600.0
1,Nancy,Davolio,Sales Representative,Manjimup Dried Apples,Produce,1997-10-17 00:00:00.000,"53.0000",28,0.0,"1484.0000",1484.0
1,Nancy,Davolio,Sales Representative,Camembert Pierrot,Dairy Products,1997-10-17 00:00:00.000,"34.0000",10,0.0,"340.0000",340.0
1,Nancy,Davolio,Sales Representative,Teatime Chocolate Biscuits,Confections,1997-10-20 00:00:00.000,"9.2000",5,0.0,"46.0000",46.0
1,Nancy,Davolio,Sales Representative,Zaanse koeken,Confections,1997-10-20 00:00:00.000,"9.5000",5,0.0,"47.5000",47.5
5,Steven,Buchanan,Sales Manager,Teatime Chocolate Biscuits,Confections,1997-10-21 00:00:00.000,"9.2000",12,0.0,"110.4000",110.4
5,Steven,Buchanan,Sales Manager,Jack's New England Clam Chowder,Seafood,1997-10-21 00:00:00.000,"9.6500",42,0.0,"405.3000",405.3
5,Steven,Buchanan,Sales Manager,Perth Pasties,Meat/Poultry,1997-10-21 00:00:00.000,"32.8000",120,0.0,"3936.0000",3936.0
3,Janet,Leverling,Sales Representative,Perth Pasties,Meat/Poultry,1997-10-21 00:00:00.000,"32.8000",3,0.05,"98.4000",93.48
3,Janet,Leverling,Sales Representative,Gnocchi di nonna Alice,Grains/Cereals,1997-10-21 00:00:00.000,"38.0000",30,0.0,"1140.0000",1140.0
1,Nancy,Davolio,Sales Representative,Ikura,Seafood,1997-10-22 00:00:00.000,"31.0000",18,0.0,"558.0000",558.0
1,Nancy,Davolio,Sales Representative,Gumbär Gummibärchen,Confections,1997-10-22 00:00:00.000,"31.2300",30,0.0,"936.9000",936.9
1,Nancy,Davolio,Sales Representative,Rogede sild,Seafood,1997-10-22 00:00:00.000,"9.5000",110,0.0,"1045.0000",1045.0
1,Nancy,Davolio,Sales Representative,Spegesild,Seafood,1997-10-22 00:00:00.000,"12.0000",24,0.0,"288.0000",288.0
5,Steven,Buchanan,Sales Manager,Chang,Beverages,1997-10-22 00:00:00.000,"19.0000",30,0.25,"570.0000",427.5
5,Steven,Buchanan,Sales Manager,Alice Mutton,Meat/Poultry,1997-10-22 00:00:00.000,"39.0000",27,0.25,"1053.0000",789.75
5,Steven,Buchanan,Sales Manager,Zaanse koeken,Confections,1997-10-22 00:00:00.000,"9.5000",50,0.25,"475.0000",356.25
5,Steven,Buchanan,Sales Manager,Gnocchi di nonna Alice,Grains/Cereals,1997-10-22 00:00:00.000,"38.0000",18,0.25,"684.0000",513.0
5,Steven,Buchanan,Sales Manager,Escargots de Bourgogne,Seafood,1997-10-22 00:00:00.000,"13.2500",12,0.25,"159.0000",119.25
3,Janet,Leverling,Sales Representative,Ikura,Seafood,1997-10-23 00:00:00.000,"31.0000",21,0.0,"651.0000",651.0
3,Janet,Leverling,Sales Representative,Flotemysost,Dairy Products,1997-10-23 00:00:00.000,"21.5000",30,0.0,"645.0000",645.0
4,Margaret,Peacock,Sales Representative,Sir Rodney's Scones,Confections,1997-10-24 00:00:00.000,"10.0000",5,0.0,"50.0000",50.0
4,Margaret,Peacock,Sales Representative,Manjimup Dried Apples,Produce,1997-10-24 00:00:00.000,"53.0000",7,0.0,"371.0000",371.0
4,Margaret,Peacock,Sales Representative,Sirop d'érable,Condiments,1997-10-24 00:00:00.000,"28.5000",10,0.0,"285.0000",285.0
1,Nancy,Davolio,Sales Representative,Sir Rodney's Scones,Confections,1997-10-24 00:00:00.000,"10.0000",32,0.05,"320.0000",304.0
1,Nancy,Davolio,Sales Representative,Tourtière,Meat/Poultry,1997-10-24 00:00:00.000,"7.4500",15,0.0,"111.7500",111.75
1,Nancy,Davolio,Sales Representative,Gudbrandsdalsost,Dairy Products,1997-10-24 00:00:00.000,"36.0000",25,0.05,"900.0000",855.0
1,Nancy,Davolio,Sales Representative,Queso Manchego La Pastora,Dairy Products,1997-10-27 00:00:00.000,"38.0000",36,0.0,"1368.0000",1368.0
1,Nancy,Davolio,Sales Representative,Pavlova,Confections,1997-10-27 00:00:00.000,"17.4500",20,0.0,"349.0000",349.0
1,Nancy,Davolio,Sales Representative,Inlagd Sill,Seafood,1997-10-27 00:00:00.000,"19.0000",40,0.0,"760.0000",760.0
1,Nancy,Davolio,Sales Representative,Tarte au sucre,Confections,1997-10-27 00:00:00.000,"49.3000",20,0.0,"986.0000",986.0
8,Laura,Callahan,Inside Sales Coordinator,Carnarvon Tigers,Seafood,1997-10-27 00:00:00.000,"62.5000",12,0.25,"750.0000",562.5
8,Laura,Callahan,Inside Sales Coordinator,Nord-Ost Matjeshering,Seafood,1997-10-27 00:00:00.000,"25.8900",3,0.25,"77.6700",58.2525
8,Laura,Callahan,Inside Sales Coordinator,Tourtière,Meat/Poultry,1997-10-27 00:00:00.000,"7.4500",40,0.25,"298.0000",223.5
8,Laura,Callahan,Inside Sales Coordinator,Steeleye Stout,Beverages,1997-10-28 00:00:00.000,"18.0000",21,0.0,"378.0000",378.0
8,Laura,Callahan,Inside Sales Coordinator,Flotemysost,Dairy Products,1997-10-28 00:00:00.000,"21.5000",8,0.0,"172.0000",172.0
5,Steven,Buchanan,Sales Manager,Gula Malacca,Condiments,1997-10-29 00:00:00.000,"19.4500",50,0.05,"972.5000",923.875
8,Laura,Callahan,Inside Sales Coordinator,Chang,Beverages,1997-10-29 00:00:00.000,"19.0000",3,0.0,"57.0000",57.0
8,Laura,Callahan,Inside Sales Coordinator,Gorgonzola Telino,Dairy Products,1997-10-29 00:00:00.000,"12.5000",50,0.0,"625.0000",625.0
8,Laura,Callahan,Inside Sales Coordinator,Scottish Longbreads,Confections,1997-10-29 00:00:00.000,"12.5000",45,0.0,"562.5000",562.5
8,Laura,Callahan,Inside Sales Coordinator,Rhönbräu Klosterbier,Beverages,1997-10-29 00:00:00.000,"7.7500",42,0.0,"325.5000",325.5
3,Janet,Leverling,Sales Representative,Gumbär Gummibärchen,Confections,1997-10-30 00:00:00.000,"31.2300",15,0.0,"468.4500",468.45
8,Laura,Callahan,Inside Sales Coordinator,Ikura,Seafood,1997-10-30 00:00:00.000,"31.0000",16,0.0,"496.0000",496.0
8,Laura,Callahan,Inside Sales Coordinator,Sirop d'érable,Condiments,1997-10-30 00:00:00.000,"28.5000",5,0.0,"142.5000",142.5
4,Margaret,Peacock,Sales Representative,Jack's New England Clam Chowder,Seafood,1997-10-31 00:00:00.000,"9.6500",12,0.0,"115.8000",115.8
4,Margaret,Peacock,Sales Representative,Filo Mix,Grains/Cereals,1997-10-31 00:00:00.000,"7.0000",4,0.0,"28.0000",28.0
4,Margaret,Peacock,Sales Representative,Pâté chinois,Meat/Poultry,1997-10-31 00:00:00.000,"24.0000",6,0.0,"144.0000",144.0
4,Margaret,Peacock,Sales Representative,Chef Anton's Cajun Seasoning,Condiments,1997-11-03 00:00:00.000,"22.0000",25,0.0,"550.0000",550.0
4,Margaret,Peacock,Sales Representative,Queso Cabrales,Dairy Products,1997-11-03 00:00:00.000,"21.0000",5,0.0,"105.0000",105.0
2,Andrew,Fuller,"Vice President, Sales",Alice Mutton,Meat/Poultry,1997-11-03 00:00:00.000,"39.0000",20,0.05,"780.0000",741.0
2,Andrew,Fuller,"Vice President, Sales",Gnocchi di nonna Alice,Grains/Cereals,1997-11-03 00:00:00.000,"38.0000",10,0.05,"380.0000",361.0
2,Andrew,Fuller,"Vice President, Sales",Raclette Courdavault,Dairy Products,1997-11-03 00:00:00.000,"55.0000",10,0.05,"550.0000",522.5
4,Margaret,Peacock,Sales Representative,Nord-Ost Matjeshering,Seafood,1997-11-04 00:00:00.000,"25.8900",15,0.0,"388.3500",388.35
4,Margaret,Peacock,Sales Representative,Boston Crab Meat,Seafood,1997-11-04 00:00:00.000,"18.4000",6,0.0,"110.4000",110.4
4,Margaret,Peacock,Sales Representative,Pâté chinois,Meat/Poultry,1997-11-04 00:00:00.000,"24.0000",12,0.0,"288.0000",288.0
4,Margaret,Peacock,Sales Representative,Camembert Pierrot,Dairy Products,1997-11-04 00:00:00.000,"34.0000",15,0.0,"510.0000",510.0
8,Laura,Callahan,Inside Sales Coordinator,Chai,Beverages,1997-11-04 00:00:00.000,"18.0000",50,0.0,"900.0000",900.0
8,Laura,Callahan,Inside Sales Coordinator,Sir Rodney's Scones,Confections,1997-11-04 00:00:00.000,"10.0000",30,0.0,"300.0000",300.0
8,Laura,Callahan,Inside Sales Coordinator,Valkoinen suklaa,Confections,1997-11-04 00:00:00.000,"16.2500",40,0.0,"650.0000",650.0
5,Steven,Buchanan,Sales Manager,Pavlova,Confections,1997-11-05 00:00:00.000,"17.4500",15,0.05,"261.7500",248.66249
5,Steven,Buchanan,Sales Manager,Gorgonzola Telino,Dairy Products,1997-11-05 00:00:00.000,"12.5000",3,0.05,"37.5000",35.625
5,Steven,Buchanan,Sales Manager,Louisiana Fiery Hot Pepper Sauce,Condiments,1997-11-05 00:00:00.000,"21.0500",10,0.05,"210.5000",199.97499
7,Robert,King,Sales Representative,Sir Rodney's Scones,Confections,1997-11-06 00:00:00.000,"10.0000",40,0.05,"400.0000",380.0
7,Robert,King,Sales Representative,Manjimup Dried Apples,Produce,1997-11-06 00:00:00.000,"53.0000",30,0.05,"1590.0000",1510.5
3,Janet,Leverling,Sales Representative,Lakkalikööri,Beverages,1997-11-06 00:00:00.000,"18.0000",20,0.0,"360.0000",360.0
1,Nancy,Davolio,Sales Representative,Tofu,Produce,1997-11-07 00:00:00.000,"23.2500",16,0.0,"372.0000",372.0
1,Nancy,Davolio,Sales Representative,Rössle Sauerkraut,Produce,1997-11-07 00:00:00.000,"45.6000",20,0.0,"912.0000",912.0
1,Nancy,Davolio,Sales Representative,Filo Mix,Grains/Cereals,1997-11-07 00:00:00.000,"7.0000",25,0.0,"175.0000",175.0
2,Andrew,Fuller,"Vice President, Sales",Grandma's Boysenberry Spread,Condiments,1997-11-07 00:00:00.000,"25.0000",30,0.0,"750.0000",750.0
2,Andrew,Fuller,"Vice President, Sales",Nord-Ost Matjeshering,Seafood,1997-11-07 00:00:00.000,"25.8900",15,0.0,"388.3500",388.35
2,Andrew,Fuller,"Vice President, Sales",Lakkalikööri,Beverages,1997-11-07 00:00:00.000,"18.0000",20,0.0,"360.0000",360.0
6,Michael,Suyama,Sales Representative,Sirop d'érable,Condiments,1997-11-10 00:00:00.000,"28.5000",20,0.1,"570.0000",513.0
6,Michael,Suyama,Sales Representative,Original Frankfurter grüne Soße,Condiments,1997-11-10 00:00:00.000,"13.0000",2,0.1,"26.0000",23.4
9,Anne,Dodsworth,Sales Representative,Louisiana Fiery Hot Pepper Sauce,Condiments,1997-11-11 00:00:00.000,"21.0500",40,0.0,"842.0000",842.0
9,Anne,Dodsworth,Sales Representative,Rhönbräu Klosterbier,Beverages,1997-11-11 00:00:00.000,"7.7500",20,0.0,"155.0000",155.0
2,Andrew,Fuller,"Vice President, Sales",Konbu,Seafood,1997-11-11 00:00:00.000,"6.0000",4,0.0,"24.0000",24.0
2,Andrew,Fuller,"Vice President, Sales",Jack's New England Clam Chowder,Seafood,1997-11-11 00:00:00.000,"9.6500",12,0.0,"115.8000",115.8
2,Andrew,Fuller,"Vice President, Sales",Pavlova,Confections,1997-11-12 00:00:00.000,"17.4500",3,0.0,"52.3500",52.35
3,Janet,Leverling,Sales Representative,Inlagd Sill,Seafood,1997-11-12 00:00:00.000,"19.0000",6,0.0,"114.0000",114.0
3,Janet,Leverling,Sales Representative,Filo Mix,Grains/Cereals,1997-11-12 00:00:00.000,"7.0000",18,0.0,"126.0000",126.0
4,Margaret,Peacock,Sales Representative,Rössle Sauerkraut,Produce,1997-11-13 00:00:00.000,"45.6000",5,0.2,"228.0000",182.40001
4,Margaret,Peacock,Sales Representative,Steeleye Stout,Beverages,1997-11-13 00:00:00.000,"18.0000",35,0.2,"630.0000",504.0
4,Margaret,Peacock,Sales Representative,Rogede sild,Seafood,1997-11-13 00:00:00.000,"9.5000",40,0.2,"380.0000",304.0
4,Margaret,Peacock,Sales Representative,Gnocchi di nonna Alice,Grains/Cereals,1997-11-13 00:00:00.000,"38.0000",14,0.2,"532.0000",425.6
4,Margaret,Peacock,Sales Representative,Chang,Beverages,1997-11-14 00:00:00.000,"19.0000",15,0.2,"285.0000",228.0
3,Janet,Leverling,Sales Representative,Aniseed Syrup,Condiments,1997-11-14 00:00:00.000,"10.0000",20,0.0,"200.0000",200.0
3,Janet,Leverling,Sales Representative,Camembert Pierrot,Dairy Products,1997-11-14 00:00:00.000,"34.0000",50,0.0,"1700.0000",1700.0
3,Janet,Leverling,Sales Representative,Mozzarella di Giovanni,Dairy Products,1997-11-14 00:00:00.000,"34.8000",35,0.0,"1218.0000",1218.0
1,Nancy,Davolio,Sales Representative,Spegesild,Seafood,1997-11-17 00:00:00.000,"12.0000",28,0.05,"336.0000",319.19998
6,Michael,Suyama,Sales Representative,Boston Crab Meat,Seafood,1997-11-17 00:00:00.000,"18.4000",50,0.2,"920.0000",736.0
9,Anne,Dodsworth,Sales Representative,Carnarvon Tigers,Seafood,1997-11-18 00:00:00.000,"62.5000",24,0.0,"1500.0000",1500.0
9,Anne,Dodsworth,Sales Representative,Gula Malacca,Condiments,1997-11-18 00:00:00.000,"19.4500",16,0.0,"311.2000",311.2
9,Anne,Dodsworth,Sales Representative,Raclette Courdavault,Dairy Products,1997-11-18 00:00:00.000,"55.0000",45,0.0,"2475.0000",2475.0
9,Anne,Dodsworth,Sales Representative,Mozzarella di Giovanni,Dairy Products,1997-11-18 00:00:00.000,"34.8000",7,0.0,"243.6000",243.6
1,Nancy,Davolio,Sales Representative,Konbu,Seafood,1997-11-19 00:00:00.000,"6.0000",6,0.0,"36.0000",36.0
1,Nancy,Davolio,Sales Representative,Singaporean Hokkien Fried Mee,Grains/Cereals,1997-11-19 00:00:00.000,"14.0000",28,0.0,"392.0000",392.0
1,Nancy,Davolio,Sales Representative,Tarte au sucre,Confections,1997-11-19 00:00:00.000,"49.3000",9,0.0,"443.7000",443.7
1,Nancy,Davolio,Sales Representative,Gudbrandsdalsost,Dairy Products,1997-11-19 00:00:00.000,"36.0000",40,0.0,"1440.0000",1440.0
6,Michael,Suyama,Sales Representative,Gorgonzola Telino,Dairy Products,1997-11-19 00:00:00.000,"12.5000",8,0.0,"100.0000",100.0
6,Michael,Suyama,Sales Representative,Jack's New England Clam Chowder,Seafood,1997-11-19 00:00:00.000,"9.6500",35,0.0,"337.7500",337.75
6,Michael,Suyama,Sales Representative,Vegie-spread,Condiments,1997-11-19 00:00:00.000,"43.9000",9,0.0,"395.1000",395.1
6,Michael,Suyama,Sales Representative,Gudbrandsdalsost,Dairy Products,1997-11-19 00:00:00.000,"36.0000",30,0.0,"1080.0000",1080.0
3,Janet,Leverling,Sales Representative,Tunnbröd,Grains/Cereals,1997-11-20 00:00:00.000,"9.0000",44,0.0,"396.0000",396.0
3,Janet,Leverling,Sales Representative,Boston Crab Meat,Seafood,1997-11-20 00:00:00.000,"18.4000",40,0.0,"736.0000",736.0
3,Janet,Leverling,Sales Representative,Gnocchi di nonna Alice,Grains/Cereals,1997-11-20 00:00:00.000,"38.0000",28,0.0,"1064.0000",1064.0
4,Margaret,Peacock,Sales Representative,Gnocchi di nonna Alice,Grains/Cereals,1997-11-20 00:00:00.000,"38.0000",15,0.0,"570.0000",570.0
4,Margaret,Peacock,Sales Representative,Raclette Courdavault,Dairy Products,1997-11-20 00:00:00.000,"55.0000",6,0.0,"330.0000",330.0
4,Margaret,Peacock,Sales Representative,Lakkalikööri,Beverages,1997-11-20 00:00:00.000,"18.0000",10,0.0,"180.0000",180.0
9,Anne,Dodsworth,Sales Representative,Tofu,Produce,1997-11-21 00:00:00.000,"23.2500",5,0.15,"116.2500",98.8125
9,Anne,Dodsworth,Sales Representative,Rogede sild,Seafood,1997-11-21 00:00:00.000,"9.5000",40,0.15,"380.0000",323.0
9,Anne,Dodsworth,Sales Representative,Raclette Courdavault,Dairy Products,1997-11-21 00:00:00.000,"55.0000",25,0.15,"1375.0000",1168.75
3,Janet,Leverling,Sales Representative,Gumbär Gummibärchen,Confections,1997-11-24 00:00:00.000,"31.2300",12,0.1,"374.7600",337.284
3,Janet,Leverling,Sales Representative,Nord-Ost Matjeshering,Seafood,1997-11-24 00:00:00.000,"25.8900",30,0.0,"776.7000",776.7
3,Janet,Leverling,Sales Representative,Valkoinen suklaa,Confections,1997-11-24 00:00:00.000,"16.2500",20,0.1,"325.0000",292.5
3,Janet,Leverling,Sales Representative,Röd Kaviar,Seafood,1997-11-24 00:00:00.000,"15.0000",15,0.0,"225.0000",225.0
2,Andrew,Fuller,"Vice President, Sales",Chai,Beverages,1997-11-24 00:00:00.000,"18.0000",8,0.0,"144.0000",144.0
2,Andrew,Fuller,"Vice President, Sales",Gudbrandsdalsost,Dairy Products,1997-11-24 00:00:00.000,"36.0000",3,0.0,"108.0000",108.0
3,Janet,Leverling,Sales Representative,Rogede sild,Seafood,1997-11-25 00:00:00.000,"9.5000",4,0.0,"38.0000",38.0
3,Janet,Leverling,Sales Representative,Longlife Tofu,Produce,1997-11-25 00:00:00.000,"10.0000",5,0.0,"50.0000",50.0
6,Michael,Suyama,Sales Representative,Boston Crab Meat,Seafood,1997-11-25 00:00:00.000,"18.4000",3,0.0,"55.2000",55.2
4,Margaret,Peacock,Sales Representative,Zaanse koeken,Confections,1997-11-26 00:00:00.000,"9.5000",30,0.25,"285.0000",213.75
4,Margaret,Peacock,Sales Representative,Gnocchi di nonna Alice,Grains/Cereals,1997-11-26 00:00:00.000,"38.0000",30,0.25,"1140.0000",855.0
4,Margaret,Peacock,Sales Representative,Ravioli Angelo,Grains/Cereals,1997-11-26 00:00:00.000,"19.5000",14,0.25,"273.0000",204.75
4,Margaret,Peacock,Sales Representative,Gudbrandsdalsost,Dairy Products,1997-11-26 00:00:00.000,"36.0000",25,0.25,"900.0000",675.0
8,Laura,Callahan,Inside Sales Coordinator,Carnarvon Tigers,Seafood,1997-11-27 00:00:00.000,"62.5000",21,0.2,"1312.5000",1050.0
8,Laura,Callahan,Inside Sales Coordinator,Inlagd Sill,Seafood,1997-11-27 00:00:00.000,"19.0000",20,0.2,"380.0000",304.0
8,Laura,Callahan,Inside Sales Coordinator,Scottish Longbreads,Confections,1997-11-27 00:00:00.000,"12.5000",6,0.2,"75.0000",60.0
8,Laura,Callahan,Inside Sales Coordinator,Gudbrandsdalsost,Dairy Products,1997-11-27 00:00:00.000,"36.0000",20,0.2,"720.0000",576.0
6,Michael,Suyama,Sales Representative,Sasquatch Ale,Beverages,1997-11-27 00:00:00.000,"14.0000",30,0.0,"420.0000",420.0
6,Michael,Suyama,Sales Representative,Raclette Courdavault,Dairy Products,1997-11-27 00:00:00.000,"55.0000",7,0.0,"385.0000",385.0
6,Michael,Suyama,Sales Representative,Tarte au sucre,Confections,1997-11-27 00:00:00.000,"49.3000",30,0.0,"1479.0000",1479.0
6,Michael,Suyama,Sales Representative,Wimmers gute Semmelknödel,Grains/Cereals,1997-11-27 00:00:00.000,"33.2500",24,0.0,"798.0000",798.0
3,Janet,Leverling,Sales Representative,Gumbär Gummibärchen,Confections,1997-11-28 00:00:00.000,"31.2300",20,0.0,"624.6000",624.6
3,Janet,Leverling,Sales Representative,Filo Mix,Grains/Cereals,1997-11-28 00:00:00.000,"7.0000",60,0.0,"420.0000",420.0
